post_id,permalink,post_message,type,date_posted,lifetime_post_total_reach,lifetime_post_total_impressions,lifetime_engaged_users,lifetime_post_impressions_who_liked
102088165248724_116908660433341,https://www.facebook.com/sugboanongsimbahan/posts/116908660433341,"Episode 2: HOLY MONDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. Abel Villarojo, from Palm Sunday to Black Saturday, every 10AM. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Status,3/28/21 6:01 PM,2014,2023,104,1711
102088165248724_116560837134790,https://www.facebook.com/sugboanongsimbahan/posts/116560837134790,"VIRTUAL VISITA IGLESIA | This Holy Week, let us join Brother Lakwatsero and look back at some historic and heritage churches, museums and cemeteries in Cebu with the GASA: 21 Historical Snippets to 2021.   This time, we revisit SAN FERNANDO PARISH CHURCH IN LILOAN, CEBU.   Check out these re-aired episodes starting from March 28 (Palm Sunday) to April 3 (Black Saturday) at 9AM, 2PM, and 7PM. Tana, Uban 'ta!  #SugboanongSimbahan #500YoCCebu #HolyWeek2021 #StayHome #StaySafeEveryone #TravelSmart",SharedVideo,3/28/21 6:00 PM,373,386,17,291
102088165248724_302182524664841,https://www.facebook.com/sugboanongsimbahan/videos/302182524664841/,"Episode 1: PALM SUNDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. Abel Villarojo, from Palm Sunday to Black Saturday. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Video,3/27/21 7:00 PM,11817,13013,1187,2919
102088165248724_116582733799267,https://www.facebook.com/sugboanongsimbahan/posts/116582733799267,"Episode 1: PALM SUNDAY | JOIN US on PANAW: A HOLY WEEK JOURNEY WITH JESUS featuring Fr. Abel Villarojo, from Palm Sunday to Black Saturday, every 10AM. Let us walk with Jesus as we reflect upon His Passion, Death and Resurrection. #SugboanongSimbahan #500YoCCebu #HolyWeek2021",Status,3/27/21 6:17 PM,1508,1508,60,1214
102088165248724_831924437421297,https://www.facebook.com/sugboanongsimbahan/videos/831924437421297/,LIVE | PALM SUNDAY OF THE LORD'S PASSION Holy Mass 8:00 AM  Presider: Cebu Archbishop Jose S. Palma  #SugboanongSimbahan #SemanaSanta2021,Video,3/27/21 4:44 PM,6481,6481,366,1267
102088165248724_156555786328362,https://www.facebook.com/sugboanongsimbahan/videos/156555786328362/,"TO START THE HOLY WEEK, Cebu Archbishop Jose S. Palma shares his reflections on the PALM SUNDAY OF THE LORD'S PASSION. #SugboanongSimbahan",Video,3/27/21 3:00 PM,4307,4700,398,1422
102088165248724_116478710476336,https://www.facebook.com/sugboanongsimbahan/posts/116478710476336,"TO START THE HOLY WEEK, Cebu Archbishop Jose S. Palma shares his reflections on the PALM SUNDAY OF THE LORD'S PASSION. #SugboanongSimbahan",Status,3/27/21 6:15 AM,5399,5399,140,1032
102088165248724_270377984559901,https://www.facebook.com/sugboanongsimbahan/videos/270377984559901/,"March 27, 2021 | Feast Day of Saint Pedro Calungsod  Pontifical Mass  Presider: Archbishop Jose S. Palma, D.D.  5:15pm - Holy Rosary 6:00pm - Holy Mass",Video,3/27/21 2:36 AM,3578,3625,352,723
102088165248724_116439037146970,https://www.facebook.com/sugboanongsimbahan/posts/116439037146970,"CHECK THIS OUT | The Archdiocese of Cebu releases Circular No. 5/21 - Alay Kapwa Special collection on March 28, 2021.   Alay Kapwa Sunday collections are to be used for charitable purposes, for those who are displaced by natural and man-made disasters, for victims of poverty, for people in need of their basic food necessities.   For more details, READ: https://archdioceseofcebu.ph/article/49   #SugboanongSimbahan  #RCACNowOnline  #500YoCCebu  #GiftedToGiveCebu",Photo,3/27/21 12:42 AM,1565,1628,44,1049
102088165248724_116031040521103,https://www.facebook.com/sugboanongsimbahan/posts/116031040521103,"As we celebrate the Solemnity of the Annunciation may we, like our Blessed Mother, be prompt in responding courageously and creatively to God's call especially in times of need and uncertainty.  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,3/25/21 1:24 AM,2154,2154,108,1349
102088165248724_115607650563442,https://www.facebook.com/sugboanongsimbahan/posts/115607650563442,"""If you, [priests], look at your hands, these are the hands that were anointed years ago and have become instruments of Jesus to make the people feel nga ang atong Dios mahigugmaon. Despite our unworthiness, God, in His love and mercy, has chosen us."" - Cebu Archbishop Jose S. Palma on his homily during the Chrism Mass and Renewal of Priestly Vows at The Cebu Metropolitan Cathedral (23 March 2021)   #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,3/22/21 7:00 PM,16648,17085,1122,2999
102088165248724_143440854347531,https://www.facebook.com/sugboanongsimbahan/videos/143440854347531/,Renewal of Commitment to Priestly Service,Video,3/22/21 5:35 PM,20215,20740,1673,2334
102088165248724_4156068677761037,https://www.facebook.com/sugboanongsimbahan/videos/4156068677761037/,"How much are you willing to sacrifice for the one you love? On this 5th Sunday of Lent, 21 March 2021, Cebu Archbishop Jose S. Palma shares his reflections on the different ways of sacrificing oneself for the ones we love.  Share this Good News to all. Like and follow our social media accounts (@SugboanongSimbahan) to be notified whenever we post updates regarding our Archdiocese's events. #SugboanongSimbahan #500YoCCebu #GiftedToGive",Video,3/20/21 3:00 PM,5038,5664,291,1661
102088165248724_114930950631112,https://www.facebook.com/sugboanongsimbahan/posts/114930950631112,"RCAC UPDATES | Before the Solemn Mass ends, Cebu Archbishop Jose S. Palma incenses the image of St. Joseph, the Spouse of Mary, in veneration of this great protector of the Universal Church.   With his paternal prayers, the Archbishop entrusts anew the entire Archdiocese to St. Joseph's courageously creative and paternal care (19 March 2021).  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,3/18/21 8:49 PM,1476,1504,100,1135
102088165248724_1075559836291014,https://www.facebook.com/sugboanongsimbahan/videos/1075559836291014/,"LIVE NOW | With a grateful heart for the gift of life and ministry, CEBU ARCHBISHOP JOSE S. PALMA, DD presides over the THANKSGIVING MASS on the SOLEMNITY OF ST. JOSEPH, THE SPOUSE OF MARY and on the occasion of his 71st BIRTHDAY CELEBRATION today, 19 March 2021.  Livestreamed from the St. Joseph Private Chapel, Archbishop's Residence Compound, with him are the members of the Archbishop's Residence Household, some members of Cebu Clergy and Cebu Auxiliary Bishop Midyphil B. Billones, DD and Cebu Auxiliary Bishop-Emeritus ANTONIO R. RAÑOLA, DD, as the Preacher.  The Office of the Archbishop would like to thank, in a very special way, the SPONSOR of this FEAST DAY: Mr. MICHAEL ERIC GO of the PHILIPPINE SPAN ASIA CARRIER CORP.  ""Ite ad Ioseph. Ite cum Ioseph.""  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Video,3/18/21 6:49 PM,5462,5841,623,1424
102088165248724_443832670063132,https://www.facebook.com/sugboanongsimbahan/videos/443832670063132/,"JOIN US | Today, 18 March 2021, on this last day NOVENA PRAYERS AND HOLY MASS in honor of SAINT JOSEPH, SPOUSE OF MARY, let us pray for the intentions sent to us via text messages or private calls.  May we all rediscover the presence of this great saint in our life, who has been our intercessor, a support and a guide in times of trouble.  We also thank the following who have helped us in our liturgical celebrations: (1) His Excellency Most Rev. Midyphil B. Billones, D.D., the Auxiliary Bishop of Cebu, for being our presider and preacher today; and (2) Engr. Clementito Pepito, CURVA CONSTRUCTION, INC., as the sponsor for the ninth day novena.  Live from the St. Joseph, the Spouse of Mary, Private Chapel, Archbishop's Residence Compound.  ST. JOSEPH, OUR GUIDE DURING UNCERTAINTIES, pray for us. #SugboanongSimbahan #YearOfStJoseph2021",Video,3/18/21 2:22 AM,2366,2574,193,776
102088165248724_114281974029343,https://www.facebook.com/sugboanongsimbahan/posts/114281974029343,"PALANDONG | The Daily Gospel Reflection   ""Be a Witness!"" Gospel from John 5:31-47 Thursday, 4th Week of Lent March 18, 2021  By Rev. Fr. Dave Christopher Cantillas  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzg...?  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsi... ? Twitter: https://twitter.com/sugbosimbahan ? Instagram: https://www.instagram.com/sugboanongs... ?  #SugboanongSimbahan???  #RCACNowOnline???  #500YoCCebu???  #GiftedToGiveCebu",Video,3/17/21 3:00 PM,961,1097,67,671
102088165248724_114599073997633,https://www.facebook.com/sugboanongsimbahan/posts/114599073997633,"""Through San Pedro Calungsod, we can learn to be truly grateful, to be truly joyful, to appreciate the gift of faith. We, if we're not called to be martyrs, we are not called to die for the faith - but to live for the faith. How? In many simple ways, as long as we share the gift that we have."" - Cebu Archbishop Jose S. Palma during the Opening Salvo of the 22nd Annual Fiesta Celebration in honor of our very own 'Visayan Saint', St. Pedro Calungsod (17 March 2021)   This is also the first public mass of the Archbishop after having recovered from Covid19.  #SugboanongSimbahan #RCACNowOnline",Photo,3/17/21 4:34 AM,4235,4367,306,2404
102088165248724_960405808030705,https://www.facebook.com/sugboanongsimbahan/videos/960405808030705/,"JOIN US | Today, 17 March 2021, on this eighth day NOVENA PRAYERS AND HOLY MASS in honor of SAINT JOSEPH, SPOUSE OF MARY, let us pray for the intentions sent to us via text messages or private calls.  May we all rediscover the presence of this great saint in our life, who has been our intercessor, a support and a guide in times of trouble.  We also thank the following who have helped us in our liturgical celebrations: (1) Msgr. Vicente Rey M. Penagunda, PC, Vicar General of the Archdiocese of Cebu and Rector of Seminario Mayor de San Carlos, for being our presider and preacher today; and (2) Dra. Melinda Mendoza, as the sponsor for the eighth day novena.  Live from the St. Joseph, the Spouse of Mary, Private Chapel, Archbishop's Residence Compound.  ST. JOSEPH, OUR GUIDE DURING UNCERTAINTIES, pray for us. #SugboanongSimbahan #YearOfStJoseph2021",Video,3/17/21 2:22 AM,1039,1100,97,574
102088165248724_2284560748342327,https://www.facebook.com/sugboanongsimbahan/videos/2284560748342327/,"JOIN US | Today, 16 March 2021, on this seventh day NOVENA PRAYERS AND HOLY MASS in honor of SAINT JOSEPH, SPOUSE OF MARY, let us pray for the intentions sent to us via text messages or private calls.  May we all rediscover the presence of this great saint in our life, who has been our intercessor, a support and a guide in times of trouble.  We also thank the following who have helped us in our liturgical celebrations: (1) Fr. Michael S. Hisoler, District VII Episcopal Vicar, for being our presider and preacher today; and (2) Mrs. Nida Leuthi, as the sponsor for the seventh day novena.  Live from the St. Joseph, the Spouse of Mary, Private Chapel, Archbishop's Residence Compound.  ST. JOSEPH, OUR GUIDE DURING UNCERTAINTIES, pray for us. #SugboanongSimbahan #YearOfStJoseph2021",Video,3/16/21 2:19 AM,1424,1511,100,620
102088165248724_4136088303089294,https://www.facebook.com/sugboanongsimbahan/videos/4136088303089294/,"JOIN US | Today, 15 March 2021, on this sixth day NOVENA PRAYERS AND HOLY MASS in honor of SAINT JOSEPH, SPOUSE OF MARY, let us pray for the intentions sent to us via text messages or private calls.   May we all rediscover the presence of this great saint in our life, who has been our intercessor, a support and a guide in times of trouble.  We also thank the following who have helped us in our liturgical celebrations: (1) Fr. Socrates Saldua, District VI Episcopal Vicar, for being our presider and preacher today; and (2) Mr. and Mrs. Victor and Marilu Chiongbian (C-CIMPEL), as the sponsor for the sixth day novena.  Live from the St. Joseph, the Spouse of Mary, Private Chapel, Archbishop's Residence Compound.  ST. JOSEPH, OUR GUIDE DURING UNCERTAINTIES, pray for us. #SugboanongSimbahan #YearOfStJoseph2021",Video,3/15/21 2:20 AM,915,965,82,494
102088165248724_769019163737816,https://www.facebook.com/sugboanongsimbahan/videos/769019163737816/,"JOIN US | Today, 14 March 2021, on this fifth day NOVENA PRAYERS AND HOLY MASS in honor of SAINT JOSEPH, SPOUSE OF MARY, let us pray for the intentions sent to us via text messages or private calls.   May we all rediscover the presence of this great saint in our life, who has been our intercessor, a support and a guide in times of trouble.  We also thank the following who have helped us in our liturgical celebrations: (1) Fr. Ponce Jed B. Bellones, District V Episcopal Vicar, for being our presider and preacher today; and (2) Mrs. Michelle Yu, as the sponsor for the fifth day novena.  Live from the St. Joseph, the Spouse of Mary, Private Chapel, Archbishop's Residence Compound.  ST. JOSEPH, OUR GUIDE DURING UNCERTAINTIES, pray for us. #SugboanongSimbahan #YearOfStJoseph",Video,3/14/21 1:25 AM,931,1023,101,540
102088165248724_829657097584057,https://www.facebook.com/sugboanongsimbahan/videos/829657097584057/,LIVE | Join us for the Holy Mass presided over by Pope Francis on the occasion of the 500th anniversary of Christianity in the Philippines from the St. Peter’s Basilica.   To support broadcasts please consider making a donation here: https://sd.ewtn.com/love-and-understanding-of-god/  Let us know where you are watching from and what your prayer requests are!   Images - Vatican Media.,Video,3/14/21 12:45 AM,80586,82042,4046,2655
102088165248724_942837949793449,https://www.facebook.com/sugboanongsimbahan/videos/942837949793449/,"LET US REJOICE | Despite and in spite of everything, there is nothing that can affect God's love for us. Cebu Archbishop Jose S. Palma shares his reflections on the reasons why we should hold onto rejoicing in the Lord, and why we should take personally God's message of Love.  Like and follow us to get notified whenever we post updates. #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Video,3/13/21 2:00 PM,7484,8233,489,1972
102088165248724_1189970921462088,https://www.facebook.com/sugboanongsimbahan/videos/1189970921462088/,"JOIN US | Today, 13 March 2021, on this fourth day NOVENA PRAYERS AND HOLY MASS in honor of SAINT JOSEPH, SPOUSE OF MARY, let us pray for the intentions sent to us via text messages or private calls.   May we all rediscover the presence of this great saint in our life, who has been our intercessor, a support and a guide in times of trouble.  We also thank the following who have helped us in our liturgical celebrations: (1) Msgr. Phil James C. Tumulak, District IV Episcopal Vicar, for being our presider and preacher today; and (2) Engr. Gilbert and Mrs. Nena Calunsag, as the sponsor for the fourth day novena.  Live from the St. Joseph, the Spouse of Mary, Private Chapel, Archbishop's Residence Compound.  ST. JOSEPH, OUR GUIDE DURING UNCERTAINTIES, pray for us. #SugboanongSimbahan #YearOfStJoseph",Video,3/13/21 1:26 AM,1985,2107,160,637
102088165248724_112537330870474,https://www.facebook.com/sugboanongsimbahan/posts/112537330870474,"PALANDONG | The Daily Gospel Reflection   ""Ang kaugalingon magpataas ba o magpaubos?"" Gospel from Luke 18:9-14 Friday, 3rd Week of Lent March 13, 2021  By Rev. Fr. Leo Lou Arche  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzg...?  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsi... ? Twitter: https://twitter.com/sugbosimbahan ? Instagram: https://www.instagram.com/sugboanongs... ?  #SugboanongSimbahan???  #RCACNowOnline???  #500YoCCebu???  #GiftedToGiveCebu",Video,3/12/21 2:00 PM,713,773,51,527
102088165248724_817441302194602,https://www.facebook.com/sugboanongsimbahan/videos/817441302194602/,"JOIN US | Today, 12 March 2021, on this third day NOVENA PRAYERS AND HOLY MASS in honor of SAINT JOSEPH, SPOUSE OF MARY, let us pray for the intentions sent to us via text messages or private calls.   May we all rediscover the presence of this great saint in our life, who has been our intercessor, a support and a guide in times of trouble.  We also thank the following who have helped us in our liturgical celebrations: (1) Fr. Ian Fel L. Balankig, Formator of Pope John XXIII Seminary, for being our presider and preacher today; and (2) Cebu Rolling Hills, Inc., as the sponsor for the third day novena.   Live from the St. Joseph, the Spouse of Mary, Private Chapel, Archbishop's Residence Compound.  ST. JOSEPH, OUR GUIDE DURING UNCERTAINTIES, pray for us. #SugboanongSimbahan #YearOfStJoseph",Video,3/12/21 1:27 AM,1041,1112,119,486
